ids,clsids,w2clsids,schids,fall,subject,match,score,conf,cog,chn1,eng1,mat1,cog1,female,age,only,rural,migrant,medu,fedu,income,tchfemale,tchadvisor,tchexp,tchedu,tchage,tchrank,hrsize,hrfemale,hrage,hronly,hrrural,hrmigrant,hrmedu,hrfedu,hrincome,schadvisor,schexp,schedu,schage,schrank
131,5,5,2,0,3,1,0.572520780991999,-0.924609553733425,0.458855986595154,0.611031341552734,0.385732269287109,0.511692047119141,1.38371896743774,1,12,0,1,1,12,12,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.789473684210526,0.157894736842105,0.324324324324324,13.4210526315789,14.1052631578947,1.07894736842105,0.2,22.2,16,43.8,3
132,5,5,2,0,3,1,-0.995119600001911,-0.924609553733425,0.834662020206451,0.134313201904297,-0.448851776123047,-2.67078170776367,0.860086977481842,1,12,1,0,0,12,16,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.4210526315789,14,1.07894736842105,0.2,22.2,16,43.8,3
133,5,5,2,0,3,1,0.655028169465363,1.18878371194298,0.430772989988327,-0.342404174804688,0.624184417724609,0.0873619079589844,0.536032974720001,1,12,1,0,0,16,19,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.3157894736842,13.9210526315789,1.07894736842105,0.2,22.2,16,43.8,3
134,5,5,2,0,3,1,-0.417567880688365,0.132087079104775,0.374399989843369,-0.183498382568359,0.385732269287109,-1.29170989990234,0.483642011880875,1,12,1,0,0,12,19,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.4210526315789,13.9210526315789,1.07894736842105,0.2,22.2,16,43.8,3
135,5,5,2,0,3,1,0.985057723358817,1.18878371194298,0.911126971244812,0.769937133789063,0.385732269287109,0.723857116699219,1.04361200332642,1,11,1,0,0,16,19,1,1,1,5,16,28,1,39,0.605263157894737,11.972972972973,0.763157894736842,0.184210526315789,0.351351351351351,13.3157894736842,13.9210526315789,1.07894736842105,0.2,22.2,16,43.8,3
137,5,5,2,0,3,0,0.490013392518635,-0.924609553733425,1.76815402507782,-0.183498382568359,0.743410491943359,0.405609130859375,1.46053802967072,0,12,1,0,0,19,19,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.2368421052632,13.9210526315789,1.07894736842105,0.2,22.2,16,43.8,3
138,5,5,2,0,3,1,-0.170045715268274,-0.924609553733425,0.565384984016419,0.452124786376953,0.385732269287109,-0.336967468261719,0.0674730017781258,1,12,1,1,0,14,14,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.157894736842105,0.351351351351351,13.3684210526316,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
139,5,5,2,0,3,0,-1.49016393084209,-1.98130618657163,0.52803897857666,-0.819121932983398,-0.806530380249023,-1.07954483032227,0.378722995519638,0,12,1,0,0,12,14,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.4210526315789,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
140,5,5,2,0,3,0,0.902550334885454,0.132087079104775,0.484798014163971,0.134313201904297,0.266505432128906,0.936021423339844,0.543009996414185,0,12,0,1,1,6,9,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.789473684210526,0.157894736842105,0.324324324324324,13.5789473684211,14.1842105263158,1.07894736842105,0.2,22.2,16,43.8,3
143,5,5,2,0,3,0,0.985057723358817,1.18878371194298,1.31527996063232,-1.61365127563477,0.266505432128906,0.936021423339844,-0.275182008743286,0,12,1,0,0,16,16,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.3157894736842,14,1.07894736842105,0.2,22.2,16,43.8,3
144,5,5,2,0,3,1,0.407506004045272,0.132087079104775,0.642274022102356,-1.13693389892578,0.504958343505859,0.19344482421875,0.32949098944664,1,12,0,0,0,14,14,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.789473684210526,0.184210526315789,0.351351351351351,13.3684210526316,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
145,5,5,2,0,3,1,0.985057723358817,1.18878371194298,1.01326394081116,0.611031341552734,0.981863403320312,1.14818649291992,1.38978004455566,1,12,1,0,0,16,14,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.3157894736842,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
146,5,5,2,0,3,1,0.82004294641209,0.132087079104775,1.17511105537415,-0.0245925903320313,0.624184417724609,0.405609130859375,0.847831010818481,1,12,1,0,0,12,14,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.4210526315789,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
147,5,5,2,0,3,1,0.902550334885454,1.18878371194298,1.14580500125885,0.928842926025391,0.981863403320312,-0.124803161621094,1.4748330116272,1,12,1,0,1,16,14,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.324324324324324,13.3157894736842,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
148,5,5,2,0,3,0,0.82004294641209,0.132087079104775,1.2061619758606,-1.29583969116211,0.385732269287109,1.14818649291992,1.65263605117798,0,12,1,1,1,14,12,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.763157894736842,0.157894736842105,0.324324324324324,13.3684210526316,14.1052631578947,1.07894736842105,0.2,22.2,16,43.8,3
149,5,5,2,0,3,1,0.902550334885454,1.18878371194298,1.65825605392456,0.452124786376953,0.743410491943359,0.617774200439453,1.21192300319672,1,12,1,0,0,16,12,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.3157894736842,14.1052631578947,1.07894736842105,0.2,22.2,16,43.8,3
150,5,5,2,0,3,1,0.490013392518635,1.18878371194298,0.921392023563385,1.08774871826172,0.862636566162109,0.299526977539063,1.20503604412079,1,12,1,0,0,14,14,2,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.3684210526316,14.0526315789474,1.05263157894737,0.2,22.2,16,43.8,3
151,5,5,2,0,3,1,0.82004294641209,1.18878371194298,1.14580500125885,0.134313201904297,0.743410491943359,-0.761297607421875,1.35055494308472,1,12,1,1,0,12,12,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.157894736842105,0.351351351351351,13.4210526315789,14.1052631578947,1.07894736842105,0.2,22.2,16,43.8,3
154,5,5,2,0,3,1,0.242491227098544,1.18878371194298,0.988789975643158,0.452124786376953,-0.448851776123047,-2.1403694152832,-0.751269996166229,1,12,0,0,0,14,12,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.789473684210526,0.184210526315789,0.351351351351351,13.3684210526316,14.1052631578947,1.07894736842105,0.2,22.2,16,43.8,3
155,5,5,2,0,3,0,-0.335060492215001,-0.924609553733425,0.228195995092392,-0.0245925903320313,0.504958343505859,-0.124803161621094,0.789359986782074,0,12,1,0,0,16,16,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.3157894736842,14,1.07894736842105,0.2,22.2,16,43.8,3
156,5,5,2,0,3,0,-1.73768609626218,0.132087079104775,-0.672425985336304,-2.88489837646484,-1.164208984375,-1.50387496948242,1.22744596004486,0,12,0,0,0,16,16,2,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.789473684210526,0.184210526315789,0.351351351351351,13.3157894736842,14,1.05263157894737,0.2,22.2,16,43.8,3
157,5,5,2,0,3,0,-1.90270087320891,-1.98130618657163,0.637507021427155,-1.93146324157715,-2.11801910400391,-1.82212219238281,0.152978003025055,0,12,1,0,1,16,16,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.763157894736842,0.184210526315789,0.324324324324324,13.3157894736842,14,1.07894736842105,0.2,22.2,16,43.8,3
158,5,5,2,0,3,1,0.82004294641209,1.18878371194298,1.6114239692688,-0.0245925903320313,0.981863403320312,0.936021423339844,1.69824397563934,1,12,1,0,1,19,16,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.324324324324324,13.2368421052632,14,1.07894736842105,0.2,22.2,16,43.8,3
159,5,5,2,0,3,1,0.159983838625181,0.132087079104775,-0.797936022281647,0.134313201904297,0.147279357910156,-0.0187202453613281,-0.643939971923828,1,12,1,0,1,12,12,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.324324324324324,13.4210526315789,14.1052631578947,1.07894736842105,0.2,22.2,16,43.8,3
160,5,5,2,0,3,0,-0.170045715268274,1.18878371194298,0.557051002979279,-0.342404174804688,0.743410491943359,-0.867380142211914,0.582009017467499,0,12,0,0,1,16,16,1,1,1,5,16,28,1,39,0.631578947368421,11.9459459459459,0.789473684210526,0.184210526315789,0.324324324324324,13.3157894736842,14,1.07894736842105,0.2,22.2,16,43.8,3
161,5,5,2,0,3,1,0.159983838625181,0.132087079104775,0.442164987325668,0.769937133789063,0.981863403320312,0.723857116699219,1.36496305465698,1,12,1,0,0,9,14,1,1,1,5,16,28,1,39,0.605263157894737,11.9459459459459,0.763157894736842,0.184210526315789,0.351351351351351,13.5,14.0526315789474,1.07894736842105,0.2,22.2,16,43.8,3
162,6,6,2,0,3,1,0.407506004045272,-0.924609553733425,2.04128909111023,0.293218994140625,0.385732269287109,0.829939270019531,1.35695004463196,1,12,1,1,0,9,12,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.285714285714286,0.333333333333333,13.4761904761905,14,1.16666666666667,0.4,19,16,41.2,2.6
163,6,6,2,0,3,1,0.490013392518635,0.132087079104775,2.04128909111023,1.40556030273438,0.981863403320312,0.723857116699219,1.52564096450806,1,12,1,0,0,16,14,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
164,6,6,2,0,3,0,0.242491227098544,-0.924609553733425,1.35584497451782,0.134313201904297,0.266505432128906,0.936021423339844,1.52564096450806,0,12,0,0,1,16,19,2,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.666666666666667,0.30952380952381,0.30952380952381,13.3095238095238,13.8333333333333,1.14285714285714,0.4,19,16,41.2,2.6
165,6,6,2,0,3,0,-0.252553103741638,1.18878371194298,0.417704999446869,-1.61365127563477,-1.5218879699707,-0.230885314941406,0.26248499751091,0,12,1,0,0,14,14,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3571428571429,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
166,6,6,2,0,3,1,-0.00503093832154668,0.132087079104775,1.01446199417114,0.611031341552734,0.0280532836914063,0.19344482421875,0.354290008544922,1,12,0,1,1,6,6,2,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.666666666666667,0.285714285714286,0.30952380952381,13.547619047619,14.1428571428571,1.14285714285714,0.4,19,16,41.2,2.6
167,6,6,2,0,3,0,-0.582582657635092,-1.98130618657163,0.452250987291336,-1.45474548339844,-0.448851776123047,0.829939270019531,0.63333398103714,0,12,1,0,0,16,19,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.8333333333333,1.16666666666667,0.4,19,16,41.2,2.6
168,6,6,2,0,3,1,0.655028169465363,1.18878371194298,1.7052960395813,0.769937133789063,0.743410491943359,1.14818649291992,1.21036696434021,1,12,1,0,0,16,14,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
169,6,6,2,0,3,1,-0.170045715268274,1.18878371194298,0.242919996380806,0.134313201904297,0.147279357910156,0.0873619079589844,1.04207599163055,1,12,0,0,0,16,14,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.666666666666667,0.30952380952381,0.333333333333333,13.3095238095238,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
170,6,6,2,0,3,0,0.737535557938726,0.132087079104775,1.57491803169251,-0.183498382568359,0.385732269287109,1.14818649291992,1.60053694248199,0,12,1,0,0,12,14,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.4047619047619,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
171,6,6,2,0,3,0,0.737535557938726,1.18878371194298,1.35309994220734,0.452124786376953,0.743410491943359,0.723857116699219,0.0674730017781258,0,12,1,1,0,12,16,1,1,0,21,16,41,3,43,0.595238095238095,12.075,0.642857142857143,0.285714285714286,0.333333333333333,13.4047619047619,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
172,6,6,2,0,3,1,0.737535557938726,1.18878371194298,0.552424013614655,0.611031341552734,0.0280532836914063,-1.39779243469238,-0.0490319989621639,1,12,1,0,0,16,14,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
173,6,6,2,0,3,1,-0.252553103741638,0.132087079104775,1.41960895061493,1.08774871826172,0.385732269287109,0.723857116699219,0.69003701210022,1,12,1,1,0,16,16,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.285714285714286,0.333333333333333,13.3095238095238,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
174,6,6,2,0,3,1,0.572520780991999,0.132087079104775,1.18932402133942,1.72337188720703,-0.210398864746094,0.936021423339844,1.21280300617218,1,12,1,0,1,14,16,2,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.30952380952381,13.3571428571429,13.9047619047619,1.14285714285714,0.4,19,16,41.2,2.6
175,6,6,2,0,3,1,-0.252553103741638,-0.924609553733425,0.712948977947235,0.293218994140625,-0.448851776123047,-0.655215072631836,0.932825982570648,1,12,1,0,0,12,12,1,1,0,21,16,41,3,43,0.571428571428571,12.075,0.642857142857143,0.30952380952381,0.333333333333333,13.4047619047619,14,1.16666666666667,0.4,19,16,41.2,2.6
176,6,6,2,0,3,1,0.82004294641209,0.132087079104775,1.37598705291748,-0.342404174804688,0.862636566162109,-0.230885314941406,-0.0490319989621639,1,13,0,1,1,9,9,1,1,0,21,16,41,3,43,0.571428571428571,12.0512820512821,0.666666666666667,0.285714285714286,0.30952380952381,13.4761904761905,14.0714285714286,1.16666666666667,0.4,19,16,41.2,2.6
177,6,6,2,0,3,0,1.06756511183218,0.132087079104775,1.25289404392242,0.928842926025391,0.624184417724609,0.723857116699219,0.543009996414185,0,12,1,0,0,14,16,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3571428571429,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
178,6,6,2,0,3,1,0.159983838625181,-0.924609553733425,0.643612027168274,-0.501309967041016,-0.448851776123047,0.511692047119141,0.612393975257874,1,12,1,0,0,14,12,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3571428571429,14,1.16666666666667,0.4,19,16,41.2,2.6
179,6,6,2,0,3,0,-1.82019348473555,0.132087079104775,1.53366696834564,-1.13693389892578,-1.04498291015625,-1.1856273651123,0.592697024345398,0,12,0,0,1,9,14,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.666666666666667,0.30952380952381,0.30952380952381,13.4761904761905,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
180,6,6,2,0,3,1,0.407506004045272,-0.924609553733425,1.83701503276825,1.08774871826172,-0.0911727905273438,0.723857116699219,0.788003027439117,1,12,1,0,0,14,12,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3571428571429,14,1.16666666666667,0.4,19,16,41.2,2.6
181,6,6,2,0,3,1,0.655028169465363,0.132087079104775,1.40561401844025,1.40556030273438,0.981863403320312,0.405609130859375,-0.542199015617371,1,12,0,1,1,9,9,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.666666666666667,0.285714285714286,0.30952380952381,13.4761904761905,14.0714285714286,1.16666666666667,0.4,19,16,41.2,2.6
182,6,6,2,0,3,0,-4.04789297351637,-1.98130618657163,1.20022404193878,-1.45474548339844,-5.57557992935181,-2.24645195007324,0.0495389997959137,0,12,0,1,0,12,14,2,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.666666666666667,0.285714285714286,0.333333333333333,13.4047619047619,13.952380952381,1.14285714285714,0.4,19,16,41.2,2.6
183,6,6,2,0,3,1,0.490013392518635,1.18878371194298,1.38629901409149,-0.819121932983398,0.385732269287109,1.04210433959961,0.602249979972839,1,12,1,0,0,16,16,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
184,6,6,2,0,3,1,-0.0875383267949104,0.132087079104775,1.29330205917358,0.134313201904297,0.0280532836914063,-0.124803161621094,0.988879978656769,1,12,1,0,0,16,14,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.952380952381,1.16666666666667,0.4,19,16,41.2,2.6
185,6,6,2,0,3,1,0.242491227098544,0.132087079104775,1.54985702037811,0.928842926025391,0.504958343505859,1.04210433959961,1.35695004463196,1,12,1,1,0,9,9,2,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.285714285714286,0.333333333333333,13.4761904761905,14.0714285714286,1.14285714285714,0.4,19,16,41.2,2.6
186,6,6,2,0,3,1,0.407506004045272,0.132087079104775,1.52454102039337,-0.183498382568359,0.385732269287109,-0.230885314941406,0.938409984111786,1,12,1,0,0,16,19,1,1,0,21,16,41,3,43,0.571428571428571,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.8333333333333,1.16666666666667,0.4,19,16,41.2,2.6
187,6,6,2,0,3,0,-0.417567880688365,-0.924609553733425,1.46290397644043,-1.13693389892578,-0.448851776123047,0.299526977539063,1.23781597614288,0,12,0,0,0,19,19,2,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.666666666666667,0.30952380952381,0.333333333333333,13.2380952380952,13.8333333333333,1.14285714285714,0.4,19,16,41.2,2.6
188,6,6,2,0,3,1,0.490013392518635,0.132087079104775,0.513101994991303,0.452124786376953,0.504958343505859,0.511692047119141,1.30537104606628,1,12,1,1,0,9,12,1,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.642857142857143,0.285714285714286,0.333333333333333,13.4761904761905,14,1.16666666666667,0.4,19,16,41.2,2.6
189,6,6,2,0,3,0,-0.00503093832154668,-0.924609553733425,0.594806015491486,-0.342404174804688,-0.568077850341797,0.0873619079589844,1.43984603881836,0,12,1,0,0,16,12,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,14,1.16666666666667,0.4,19,16,41.2,2.6
190,6,6,2,0,3,1,0.82004294641209,1.18878371194298,1.63321495056152,1.40556030273438,0.743410491943359,0.936021423339844,-0.965291976928711,1,12,1,0,0,12,12,1,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.4047619047619,14,1.16666666666667,0.4,19,16,41.2,2.6
191,6,6,2,0,3,1,-0.665090046108456,-1.98130618657163,1.12503504753113,-0.501309967041016,-1.04498291015625,-0.549132537841797,-1.00668799877167,1,12,0,1,1,9,9,1,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.666666666666667,0.285714285714286,0.30952380952381,13.4761904761905,14.0714285714286,1.16666666666667,0.4,19,16,41.2,2.6
192,6,6,2,0,3,0,-0.00503093832154668,0.132087079104775,1.30955994129181,-1.13693389892578,-0.210398864746094,-2.77686424255371,1.27761900424957,0,12,0,0,1,16,16,2,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.666666666666667,0.30952380952381,0.30952380952381,13.3095238095238,13.9047619047619,1.14285714285714,0.4,19,16,41.2,2.6
194,6,6,2,0,3,1,0.407506004045272,0.132087079104775,1.7052960395813,2.3589958190918,0.743410491943359,1.25426864624023,0.959574997425079,1,12,0,0,1,9,9,1,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.666666666666667,0.30952380952381,0.30952380952381,13.4761904761905,14.0714285714286,1.16666666666667,0.4,19,16,41.2,2.6
196,6,6,2,0,3,0,-2.31523781557573,-1.98130618657163,1.04964399337769,0.134313201904297,-1.04498291015625,0.0873619079589844,0.81037300825119,0,12,1,1,0,12,12,1,1,0,21,16,41,3,43,0.595238095238095,12.075,0.642857142857143,0.285714285714286,0.333333333333333,13.4047619047619,14,1.16666666666667,0.4,19,16,41.2,2.6
197,6,6,2,0,3,0,-0.335060492215001,-1.98130618657163,1.15669894218445,0.769937133789063,-0.210398864746094,0.829939270019531,0.917482018470764,0,12,1,0,0,16,16,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
198,6,6,2,0,3,0,0.655028169465363,1.18878371194298,1.28599095344543,0.611031341552734,0.743410491943359,0.617774200439453,0.93816602230072,0,12,1,0,0,16,16,1,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.642857142857143,0.30952380952381,0.333333333333333,13.3095238095238,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
199,6,6,2,0,3,1,-2.56275998099582,-0.924609553733425,1.7052960395813,-0.0245925903320313,-1.28343544006348,0.511692047119141,0.647085011005402,1,12,0,0,1,16,16,1,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.666666666666667,0.30952380952381,0.30952380952381,13.3095238095238,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
200,6,6,2,0,3,1,0.902550334885454,0.132087079104775,1.05300605297089,0.928842926025391,0.862636566162109,0.405609130859375,1.23975896835327,1,12,0,1,1,12,16,1,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.666666666666667,0.285714285714286,0.30952380952381,13.4047619047619,13.9047619047619,1.16666666666667,0.4,19,16,41.2,2.6
201,6,6,2,0,3,1,0.655028169465363,1.18878371194298,0.762489020824432,1.5644660949707,0.0280532836914063,0.0873619079589844,0.184314996004105,1,12,1,0,1,19,19,2,1,0,21,16,41,3,43,0.571428571428572,12.0769230769231,0.642857142857143,0.30952380952381,0.30952380952381,13.2380952380952,13.8333333333333,1.14285714285714,0.4,19,16,41.2,2.6
203,6,6,2,0,3,0,-1.242641765422,-0.924609553733425,0.52539598941803,-0.342404174804688,-1.5218879699707,0.299526977539063,0.543009996414185,0,12,0,0,1,12,12,0,1,0,21,16,41,3,43,0.595238095238095,12.0769230769231,0.666666666666667,0.30952380952381,0.30952380952381,13.4047619047619,14,1.19047619047619,0.4,19,16,41.2,2.6
